Rev 0,Rev 1,Rev 2,Rev 3,Rev 4,Rev 5
963,826,5,19,01:43.6,103572
963,826,6,19,01:43.0,102984
963,826,7,18,01:43.4,103399
963,826,8,17,01:47.9,107906
963,826,9,17,02:19.5,139460
963,826,10,16,01:58.0,118018
963,826,11,16,01:43.3,103306
963,826,12,16,01:43.0,103049
963,826,13,15,01:42.8,102769
963,826,14,15,01:43.0,102984
963,826,15,15,01:43.0,103014
963,826,16,15,01:43.1,103101
963,826,17,15,01:42.3,102327
963,826,18,15,01:42.8,102808
963,826,19,15,01:42.8,102754
963,826,20,15,01:42.9,102882
963,826,21,15,01:42.4,102435
963,826,22,15,01:43.3,103286
963,826,23,15,01:42.5,102528
963,826,24,15,01:43.2,103169
963,826,25,15,01:42.9,102904
963,826,26,15,01:42.6,102591
963,826,27,15,01:43.0,103013
963,826,28,15,01:43.4,103439
963,826,29,15,01:46.9,106920
963,826,30,18,02:01.9,121945
963,826,31,17,01:40.9,100907
963,826,32,15,01:41.0,100980
963,826,33,15,01:41.5,101505
963,826,34,15,01:41.8,101782
963,826,35,15,01:43.5,103547
963,826,36,15,01:41.1,101095
963,826,37,15,01:41.2,101227
963,826,38,15,01:41.1,101087
963,826,39,15,01:41.0,101040
963,826,40,15,02:23.6,143608
963,826,41,15,02:36.6,156630
963,826,42,15,01:43.1,103076
963,826,43,15,01:39.8,99798
963,826,44,15,01:40.0,99970
963,826,45,15,01:40.3,100267
963,826,46,14,01:40.0,99995
963,826,47,14,01:41.8,101760
963,826,48,14,01:40.1,100107
963,826,49,14,01:40.6,100637
963,826,50,14,01:40.1,100134
963,826,51,14,01:42.6,102573
963,826,52,14,01:40.6,100622
963,826,53,14,01:41.4,101385
963,826,54,14,01:40.7,100719
963,826,55,14,01:41.6,101552
963,13,1,19,02:28.7,148661
963,13,2,18,02:14.2,134177
963,13,3,18,01:42.7,102682
963,13,4,18,01:42.9,102930
963,13,5,18,01:42.7,102677
963,13,6,18,01:47.3,107349
963,13,7,21,02:01.8,121758
963,13,8,20,01:52.1,112084
963,13,9,20,02:20.3,140300
963,13,10,20,01:50.3,110335
963,13,11,20,01:43.0,103039
963,13,12,19,01:42.2,102153
963,13,13,19,01:42.4,102402
963,13,14,19,01:42.7,102665
963,13,15,19,01:42.8,102758
963,13,16,19,01:42.6,102563
963,13,17,19,01:42.8,102843
963,13,18,18,01:43.7,103663
963,13,19,18,01:42.7,102691
963,13,20,18,01:42.4,102399
963,13,21,18,01:42.3,102295
963,13,22,18,01:42.3,102319
963,13,23,18,01:42.6,102585
963,13,24,18,01:42.6,102590
963,13,25,18,01:42.7,102667
963,13,26,18,01:42.6,102576
963,13,27,18,01:42.8,102836
963,13,28,18,01:43.0,102961
963,13,29,18,01:43.0,103020
963,13,30,17,01:43.3,103283
963,13,31,16,01:46.7,106704
963,13,32,17,01:59.8,119804
963,13,33,17,01:41.1,101084
963,13,34,16,01:41.0,100974
963,13,35,16,01:40.8,100776
963,13,36,16,01:41.1,101125
963,13,37,16,01:40.6,100596
963,13,38,16,01:40.7,100657
963,13,39,16,01:44.1,104130
963,13,40,16,02:17.8,137796
963,13,41,14,02:19.9,139851
963,13,42,14,01:47.1,107135
963,13,43,14,01:41.8,101799
963,13,44,14,01:40.4,100360
963,13,45,14,01:40.4,100368
963,13,46,13,01:40.4,100436
963,13,47,13,01:40.7,100667
963,13,48,13,01:40.1,100114
963,13,49,13,01:40.8,100761
963,13,50,13,01:40.0,99962
963,13,51,13,01:40.0,99998
963,13,52,13,01:40.0,99992
963,13,53,13,01:39.9,99920
963,13,54,13,01:41.5,101525
963,13,55,13,01:40.5,100466
963,825,1,20,02:38.0,158000
963,825,2,20,02:19.8,139815
963,825,3,21,01:43.4,103379
963,825,4,21,01:44.1,104112
963,825,5,21,01:43.9,103890
963,825,6,21,01:44.0,103978
963,825,7,20,01:43.7,103726
963,825,8,19,01:53.6,113557
963,825,9,19,02:18.8,138809
963,825,10,19,01:52.8,112752
963,825,11,19,01:43.5,103514
963,825,12,20,01:44.7,104672
963,825,13,20,01:43.6,103569
963,825,14,20,01:43.6,103643
963,825,15,20,01:43.7,103702
963,825,16,20,01:43.5,103548
963,825,17,20,01:57.3,117337
963,821,1,21,02:39.1,159075
963,821,2,21,02:19.7,139704
963,821,3,20,01:42.2,102190
963,821,4,20,01:43.2,103151
963,821,5,20,01:42.9,102902
963,821,6,20,01:43.2,103236
963,821,7,19,01:43.2,103152
963,821,8,18,01:52.0,112049
963,821,9,18,02:18.7,138739
963,821,10,18,01:53.3,113310
963,821,11,18,01:43.2,103241
963,821,12,18,01:43.2,103211
963,821,13,18,01:43.5,103544
963,821,14,18,01:43.5,103540
963,821,15,18,01:43.6,103579
963,821,16,18,01:43.0,103024
963,821,17,18,01:43.2,103221
963,821,18,19,01:44.9,104912
963,821,19,19,01:43.7,103653
963,821,20,19,01:43.0,102950
963,821,21,19,01:43.2,103222
963,821,22,19,01:47.1,107126
963,821,23,19,02:02.2,122228
963,821,24,19,01:43.6,103597
963,821,25,19,01:42.2,102242
963,821,26,19,01:42.6,102552
963,821,27,19,01:42.4,102449
963,821,28,19,01:44.1,104072
963,821,29,19,01:42.8,102822
963,821,30,19,01:42.1,102080
963,821,31,19,01:43.5,103508
963,821,32,18,01:41.9,101908
963,821,33,18,01:42.0,101975
963,821,34,18,01:42.1,102125
963,821,35,18,01:42.1,102100
963,821,36,18,01:42.2,102208
963,821,37,18,01:41.8,101775
963,821,38,18,01:42.0,102031
963,821,39,18,01:55.7,115677
964,3,1,1,01:38.0,97951
964,3,2,1,01:37.3,97331
964,3,3,1,01:37.1,97112
964,3,4,1,01:37.3,97261
964,3,5,1,01:37.4,97395
964,3,6,1,01:37.5,97495
964,3,7,1,01:37.9,97907
964,3,8,1,01:38.4,98351
964,3,9,1,01:38.7,98721
964,3,10,1,01:39.0,99006
964,3,11,1,01:38.9,98945
964,3,12,1,01:41.8,101755
964,3,13,1,01:56.0,115965
964,3,14,1,01:37.4,97382
964,3,15,1,01:37.6,97635
964,3,16,1,01:37.4,97438
964,3,17,1,01:36.9,96946
964,3,18,1,01:37.2,97151
964,3,19,1,01:36.8,96753
964,3,20,1,01:37.0,96970
964,3,21,1,01:37.2,97213
964,3,22,1,01:37.6,97558
964,3,23,1,01:37.4,97391
964,3,24,1,01:37.2,97190
964,3,25,1,01:37.6,97569
964,3,26,1,01:37.8,97751
964,3,27,1,01:37.7,97674
964,3,28,1,01:37.8,97755
964,3,29,1,01:39.9,99944
964,3,30,3,01:57.0,117033
964,3,31,3,01:36.0,96049
964,3,32,3,01:36.7,96664
964,3,33,2,01:37.0,97032
964,3,34,2,01:37.2,97221
964,3,35,1,01:37.1,97085
964,3,36,1,01:36.2,96155
964,3,37,1,01:36.9,96945
964,3,38,1,01:37.5,97493
964,3,39,1,01:37.1,97058
964,3,40,1,01:36.4,96400
964,3,41,1,01:37.0,96951
964,3,42,1,01:37.8,97803
964,3,43,1,01:36.9,96862
964,3,44,1,01:36.8,96797
964,3,45,1,01:37.0,96954
964,3,46,1,01:36.9,96949
964,3,47,1,01:36.9,96948
964,3,48,1,01:36.7,96698
964,3,49,1,01:36.5,96457
964,3,50,1,01:37.0,97023
964,3,51,1,01:37.2,97210
964,3,52,1,01:37.5,97518
964,3,53,1,01:38.5,98513
964,830,1,2,01:39.5,99495
964,830,2,2,01:37.6,97559
964,830,3,2,01:37.5,97517
964,830,4,2,01:37.9,97932
964,830,5,2,01:38.1,98083
964,830,6,2,01:38.3,98314
964,830,7,2,01:38.6,98551
964,830,8,2,01:38.7,98667
964,830,9,2,01:39.1,99124
964,830,10,3,01:41.5,101482
964,830,11,6,01:56.0,115988
964,830,12,6,01:37.4,97364
964,830,13,3,01:37.7,97656
964,830,14,2,01:37.5,97474
964,830,15,2,01:37.6,97589
964,830,16,2,01:37.3,97333
964,830,17,2,01:37.5,97544
964,830,18,2,01:37.5,97467
964,830,19,2,01:37.2,97184
964,830,20,2,01:37.2,97165
964,830,21,2,01:37.5,97477
964,830,22,2,01:37.4,97394
964,830,23,2,01:37.5,97538
964,830,24,2,01:37.5,97545
964,830,25,2,01:37.6,97559
964,830,26,2,01:37.7,97664
964,830,27,2,01:38.2,98197
964,830,28,3,01:41.4,101367
964,830,29,4,01:55.7,115657
964,830,30,4,01:36.6,96575
964,830,31,4,01:36.8,96766
964,830,32,4,01:36.9,96850
964,830,33,4,01:36.9,96911
964,830,34,3,01:36.8,96767
964,830,35,2,01:36.9,96879
964,830,36,2,01:37.6,97647
964,830,37,2,01:36.5,96520
964,830,38,2,01:36.6,96602
964,830,39,2,01:37.0,97011
964,830,40,2,01:37.9,97915
964,830,41,2,01:37.7,97651
964,830,42,2,01:37.2,97185
964,830,43,2,01:36.4,96386
964,830,44,2,01:37.1,97115
964,830,45,2,01:36.5,96499
964,830,46,2,01:36.8,96837
964,830,47,2,01:36.7,96743
964,830,48,2,01:37.0,96999
964,830,49,2,01:37.3,97291
964,830,50,2,01:36.9,96902
964,830,51,2,01:37.1,97100
964,830,52,2,01:37.5,97469
964,830,53,2,01:37.8,97805
964,815,1,3,01:40.6,100643
964,815,2,3,01:38.7,98673
964,815,3,4,01:39.7,99736
964,815,4,4,01:39.0,98991
964,815,5,4,01:38.9,98880
964,815,6,4,01:38.9,98905
964,815,7,4,01:39.3,99282
964,815,8,4,01:39.5,99488
964,815,9,4,01:39.4,99388
964,815,10,4,01:40.0,99964
964,815,11,3,01:39.7,99708
964,815,12,4,01:42.1,102137
964,815,13,10,02:00.1,120064
964,815,14,9,01:39.2,99219
964,815,15,9,01:39.3,99256
964,815,16,9,01:40.5,100493
964,815,17,8,01:38.3,98258
964,815,18,8,01:39.9,99907
964,815,19,7,01:37.8,97824
964,815,20,7,01:38.1,98066
964,815,21,7,01:38.4,98374
964,815,22,7,01:38.6,98553
964,815,23,7,01:38.9,98855
964,815,24,7,01:38.5,98498
964,815,25,7,01:38.8,98785
964,815,26,7,01:38.4,98431
964,815,27,6,01:38.2,98249
964,815,28,6,01:38.7,98730
964,815,29,7,01:40.9,100880
964,815,30,7,01:56.7,116688
964,815,31,7,01:36.8,96756
964,815,32,7,01:37.3,97256
964,815,33,7,01:37.4,97362
964,815,34,7,01:37.4,97367
964,815,35,7,01:37.3,97285
964,815,36,7,01:37.3,97290
964,815,37,7,01:37.6,97639
964,815,38,7,01:37.8,97789
964,815,39,7,01:37.4,97386
964,815,40,7,01:37.4,97381
964,815,41,7,01:37.7,97663
964,815,42,7,01:37.8,97841
964,815,43,7,01:37.7,97722
964,815,44,7,01:37.3,97283
964,815,45,7,01:37.6,97605
964,815,46,7,01:37.6,97590
964,815,47,7,01:37.5,97504
964,815,48,7,01:37.5,97543
964,815,49,7,01:37.6,97571
964,815,50,7,01:37.6,97619
964,815,51,7,01:38.2,98159
964,815,52,7,01:38.3,98318
964,815,53,7,01:40.0,99974
964,20,1,4,01:41.4,101368
964,20,2,4,01:38.2,98196
964,20,3,3,01:37.5,97511
964,20,4,3,01:38.0,98030
964,20,5,3,01:37.7,97724
964,20,6,3,01:38.2,98193
964,20,7,3,01:38.5,98488
964,20,8,3,01:38.7,98652
964,20,9,3,01:38.8,98827
964,20,10,2,01:39.2,99165
964,20,11,2,01:38.7,98713
964,20,12,2,01:41.5,101512
964,20,13,4,01:56.0,115967
964,20,14,3,01:36.8,96782
964,20,15,3,01:37.1,97134
964,20,16,3,01:37.2,97210
964,20,17,3,01:37.4,97379
964,20,18,3,01:37.2,97199
964,20,19,3,01:37.3,97293
964,20,20,3,01:37.1,97119
964,20,21,3,01:37.3,97255
964,20,22,3,01:37.4,97350
964,20,23,3,01:37.4,97358
964,20,24,3,01:37.4,97428
964,20,25,3,01:37.5,97491
964,20,26,3,01:37.6,97574
964,20,27,3,01:37.7,97720
964,20,28,2,01:38.4,98403
964,20,29,2,01:39.1,99070
964,20,30,1,01:38.3,98334
964,20,31,1,01:38.7,98737
964,20,32,1,01:38.5,98541
964,20,33,1,01:38.8,98802
964,20,34,1,01:41.3,101294
964,20,35,4,01:53.9,113865
964,20,36,4,01:35.1,95118
964,20,37,4,01:36.0,96011
964,20,38,4,01:36.7,96666
964,20,39,4,01:36.3,96254
964,20,40,4,01:36.2,96224
964,20,41,4,01:36.6,96569
964,20,42,4,01:37.1,97135
964,20,43,4,01:37.4,97418
964,20,44,4,01:37.5,97498
964,20,45,4,01:36.7,96748
964,20,46,4,01:37.6,97552
964,20,47,4,01:37.7,97707
964,20,48,4,01:37.2,97224
964,20,49,4,01:37.7,97710
964,20,50,4,01:38.4,98369
964,20,51,4,01:38.7,98724
964,20,52,4,01:39.2,99201
964,20,53,4,01:39.8,99790
964,817,1,5,01:41.7,101724
964,817,2,5,01:38.8,98820
964,817,3,5,01:39.1,99073
964,817,4,5,01:39.0,99032
964,817,5,5,01:38.8,98818
964,817,6,5,01:39.3,99280
964,817,7,5,01:39.5,99527
964,817,8,5,01:39.2,99183
964,817,9,5,01:39.6,99604
964,817,10,7,01:42.1,102069
964,817,11,13,01:57.9,117918
964,817,12,11,01:40.2,100157
964,817,13,8,01:38.9,98933
964,817,14,7,01:38.9,98866
964,817,15,6,01:39.3,99348
964,817,16,6,01:38.9,98861
964,817,17,5,01:37.7,97655
964,817,18,5,01:37.7,97650
964,817,19,5,01:37.6,97629
964,817,20,5,01:37.4,97413
964,817,21,5,01:37.8,97845
964,817,22,5,01:37.6,97633
964,817,23,5,01:37.6,97627
964,817,24,5,01:37.8,97831
964,817,25,5,01:37.8,97845
964,817,26,5,01:38.0,98045
964,817,27,5,01:38.1,98116
964,817,28,5,01:38.6,98604
964,817,29,5,01:38.8,98822
964,817,30,5,01:38.8,98764
964,817,31,5,01:39.1,99132
964,817,32,5,01:41.5,101509
964,817,33,6,01:58.7,118701
964,817,34,6,01:35.6,95596
964,817,35,6,01:35.9,95927
964,817,36,6,01:35.5,95511
964,817,37,6,01:35.8,95760
964,817,38,6,01:35.8,95836
964,817,39,6,01:35.7,95682
964,817,40,6,01:35.7,95719
964,817,41,6,01:36.4,96390
964,817,42,6,01:36.1,96137
964,817,43,6,01:36.4,96414
964,817,44,6,01:37.1,97146
964,817,45,6,01:37.5,97498
964,817,46,6,01:36.7,96654
964,817,47,6,01:36.9,96896
964,817,48,6,01:37.0,96958
964,817,49,6,01:37.2,97177
964,817,50,6,01:38.3,98320
964,817,51,6,01:38.1,98095
964,817,52,6,01:38.8,98757
964,817,53,6,01:38.8,98767
964,807,1,6,01:42.5,102508
964,807,2,6,01:39.0,99019
964,807,3,6,01:39.1,99073
964,807,4,6,01:39.3,99290
964,807,5,6,01:39.4,99395
964,807,6,7,01:41.0,101009
964,807,7,8,01:40.8,100808
964,807,8,8,01:39.7,99732
964,807,9,8,01:39.8,99787
964,807,10,8,01:39.9,99937
964,807,11,7,01:42.4,102420
964,807,12,14,01:56.6,116640
964,807,13,12,01:38.6,98584
964,807,14,10,01:38.7,98652
964,807,15,10,01:38.3,98331
964,807,16,10,01:40.0,100049
964,807,17,10,01:40.8,100828
964,807,18,9,01:38.5,98499
964,807,19,9,01:39.9,99871
964,807,20,8,01:39.8,99787
964,807,21,8,01:38.2,98150
964,807,22,8,01:38.4,98434
964,807,23,8,01:38.3,98299
964,807,24,8,01:38.5,98476
964,807,25,8,01:38.5,98510
964,807,26,8,01:38.3,98289
964,807,27,7,01:38.2,98243
964,807,28,8,01:40.6,100594
964,807,29,9,01:54.8,114847
964,807,30,8,01:37.6,97613
964,807,31,8,01:37.6,97608
964,807,32,8,01:38.1,98085
964,807,33,8,01:37.6,97614
964,807,34,8,01:37.6,97551
964,807,35,8,01:37.7,97656
964,807,36,8,01:37.4,97435
964,807,37,8,01:37.6,97643
964,807,38,8,01:37.5,97473
964,807,39,8,01:37.4,97351
964,807,40,8,01:37.5,97520
964,807,41,8,01:37.8,97753
964,807,42,8,01:38.1,98056
964,807,43,8,01:37.7,97672
964,807,44,8,01:37.9,97879
964,807,45,8,01:37.6,97579
964,807,46,8,01:37.7,97724
964,807,47,8,01:37.4,97424
964,807,48,8,01:37.6,97607
964,807,49,8,01:38.0,98001
964,807,50,8,01:37.6,97647
964,807,51,8,01:37.9,97939
964,807,52,8,01:37.7,97698
964,807,53,8,01:37.9,97921
964,8,1,7,01:42.9,102865
964,8,2,7,01:39.2,99200
964,8,3,7,01:39.0,98999
964,8,4,7,01:39.4,99410
964,8,5,7,01:39.1,99110
964,8,6,6,01:38.3,98294
964,8,7,6,01:39.1,99135
964,8,8,6,01:39.7,99682
964,8,9,6,01:39.1,99115
964,8,10,5,01:39.8,99755
964,8,11,4,01:39.2,99166
964,8,12,5,01:41.9,101907
964,8,13,11,01:59.4,119356
964,8,14,8,01:37.8,97799
964,8,15,8,01:40.0,99993
964,8,16,7,01:37.9,97916
964,8,17,7,01:40.0,99982
964,8,18,6,01:36.9,96874
964,8,19,6,01:37.1,97090
964,8,20,6,01:37.2,97187
964,8,21,6,01:37.6,97633
964,8,22,6,01:37.9,97870
964,8,23,6,01:37.5,97520
964,8,24,6,01:37.6,97578
964,8,25,6,01:37.7,97725
964,8,26,6,01:40.3,100267
964,8,27,8,01:54.3,114282
964,8,28,7,01:36.1,96084
964,8,29,6,01:36.0,96018
964,8,30,6,01:36.2,96160
964,8,31,6,01:36.4,96442
964,8,32,6,01:36.1,96113
964,8,33,5,01:36.0,95990
964,8,34,5,01:36.4,96413
964,8,35,5,01:36.7,96666
964,8,36,5,01:36.6,96632
964,8,37,5,01:36.5,96465
964,8,38,5,01:36.6,96609
964,8,39,5,01:37.0,97005
964,8,40,5,01:37.2,97179
964,8,41,5,01:37.5,97498
964,8,42,5,01:36.6,96565
964,8,43,5,01:36.7,96701
964,8,44,5,01:37.1,97097
964,8,45,5,01:37.9,97856
964,8,46,5,01:38.1,98056
964,8,47,5,01:38.4,98430
964,8,48,5,01:38.7,98710
964,8,49,5,01:38.2,98195
964,8,50,5,01:37.8,97761
964,8,51,5,01:38.7,98669
964,8,52,5,01:37.9,97891
964,8,53,5,01:38.8,98788
964,1,1,8,01:43.5,103486
964,1,2,8,01:39.3,99254
964,1,3,8,01:39.1,99103
964,1,4,8,01:39.2,99225
964,1,5,8,01:39.2,99219
964,1,6,8,01:40.3,100327
964,1,7,7,01:38.6,98629
964,1,8,7,01:38.7,98708
964,1,9,7,01:38.9,98932
964,1,10,6,01:39.5,99463
964,1,11,5,01:39.2,99191
964,1,12,3,01:39.7,99656
964,1,13,2,01:40.6,100551
964,1,14,6,01:56.6,116554
964,1,15,4,01:37.6,97574
964,1,16,4,01:37.4,97396
964,1,17,4,01:37.0,96977
964,1,18,4,01:37.2,97171
964,1,19,4,01:36.9,96901
964,1,20,4,01:36.8,96829
964,1,21,4,01:37.1,97080
964,1,22,4,01:37.0,97031
964,1,23,4,01:36.8,96816
964,1,24,4,01:37.0,97007
964,1,25,4,01:37.1,97103
964,1,26,4,01:37.1,97121
964,1,27,4,01:37.2,97223
964,1,28,4,01:37.5,97488
964,1,29,3,01:37.2,97218
964,1,30,2,01:37.2,97212
964,1,31,2,01:37.6,97578
964,1,32,2,01:37.9,97934
964,1,33,3,01:40.6,100581
964,1,34,4,01:53.0,113013
964,1,35,3,01:35.5,95458
964,1,36,3,01:35.2,95152
964,1,37,3,01:35.7,95715
964,1,38,3,01:36.4,96387
964,1,39,3,01:36.0,95952
964,1,40,3,01:36.2,96157
964,1,41,3,01:36.1,96118
964,1,42,3,01:36.6,96640
964,1,43,3,01:36.6,96619
964,1,44,3,01:36.0,95960
964,1,45,3,01:36.4,96433
964,1,46,3,01:36.6,96555
964,1,47,3,01:36.7,96725
964,1,48,3,01:37.0,97036
964,1,49,3,01:37.5,97542
964,1,50,3,01:36.8,96825
964,1,51,3,01:36.8,96844
964,1,52,3,01:38.5,98480
964,1,53,3,01:37.0,96960
964,154,1,9,01:44.4,104394
964,154,2,9,01:39.4,99431
964,154,3,9,01:39.4,99387
964,154,4,9,01:39.8,99787
964,154,5,9,01:39.6,99593
964,154,6,9,01:40.3,100275
964,154,7,9,01:40.4,100392
964,154,8,9,01:40.3,100289
964,154,9,9,01:40.5,100537
964,154,10,10,01:42.9,102852
964,154,11,18,01:59.1,119100
964,154,12,16,01:38.2,98235
964,154,13,16,01:39.1,99054
964,154,14,14,01:40.1,100105
964,154,15,14,01:40.5,100453
964,154,16,13,01:38.6,98623
964,154,17,13,01:39.4,99422
964,154,18,12,01:38.8,98837
964,154,19,12,01:39.5,99470
964,154,20,12,01:40.2,100151
964,154,21,12,01:40.3,100294
964,154,22,12,01:40.5,100490
964,154,23,11,01:39.2,99198
964,154,24,10,01:40.0,100006
964,154,25,10,01:38.9,98926
964,154,26,9,01:39.1,99138
964,154,27,9,01:38.8,98815
964,154,28,9,01:39.0,98951
964,154,29,8,01:39.2,99184
964,154,30,9,01:41.7,101671
964,154,31,11,01:59.0,119025
964,154,32,11,01:37.0,97020
964,154,33,11,01:37.3,97334
964,154,34,11,01:37.8,97806
964,154,35,11,01:37.6,97592
964,154,36,11,01:38.0,98011
964,154,37,11,01:38.5,98529
964,154,38,11,01:38.3,98313
964,154,39,11,01:39.0,98963
964,154,40,11,01:38.0,97991
964,154,41,11,01:38.9,98934
964,154,42,11,01:38.7,98681
964,154,43,11,01:37.9,97876
964,154,44,11,01:38.1,98091
964,154,45,11,01:38.5,98473
964,154,46,11,01:38.2,98232
964,154,47,11,01:38.4,98391
964,154,48,11,01:38.5,98496
964,154,49,11,01:38.7,98732
964,154,50,11,01:39.5,99490
964,154,51,11,01:39.5,99513
964,154,52,11,01:39.7,99696
964,154,53,11,01:40.3,100338
964,821,1,10,01:45.0,104967
964,821,2,10,01:39.6,99563
964,821,3,10,01:39.7,99656
964,821,4,10,01:39.8,99834
964,821,5,10,01:39.7,99707
964,821,6,10,01:40.0,100033
964,821,7,10,01:40.6,100562
964,821,8,10,01:40.2,100248
964,821,9,10,01:40.9,100887
964,821,10,9,01:40.7,100693
964,821,11,9,01:43.3,103324
964,821,12,21,02:01.5,121519
964,821,13,20,01:39.3,99285
964,821,14,20,01:41.0,101048
964,821,15,20,01:40.0,100044
964,821,16,20,01:40.0,99998
964,821,17,20,01:40.7,100699
964,821,18,20,01:40.7,100747
964,821,19,20,01:46.3,106329
964,821,20,19,01:39.8,99783
964,821,21,19,01:40.2,100158
964,821,22,19,01:40.5,100516
964,821,23,19,01:40.4,100417
964,821,24,18,01:40.1,100112
964,821,25,17,01:40.9,100883
964,821,26,15,01:41.1,101078
964,821,27,14,01:39.9,99934
