Rev 0,Rev 1,Rev 2,Rev 3,Rev 4,Rev 5
41,22,36,12,01:20.3,80297
41,22,37,11,01:20.8,80834
41,22,38,11,01:20.2,80195
41,22,39,11,01:20.4,80445
41,22,40,11,01:20.8,80782
41,22,41,11,01:20.7,80739
41,22,42,10,01:20.9,80880
41,22,43,10,01:20.0,79987
41,22,44,9,01:19.4,79434
41,22,45,9,01:19.1,79057
41,22,46,9,01:19.0,78986
41,22,47,9,01:18.6,78577
41,22,48,9,01:18.7,78685
41,22,49,9,01:19.5,79471
41,22,50,8,01:20.3,80344
41,22,51,8,01:22.1,82148
41,22,52,6,01:26.0,85978
41,22,53,4,02:13.0,133029
41,22,54,3,01:57.3,117326
41,22,55,3,01:20.0,80030
41,22,56,3,01:24.2,84157
41,22,57,3,02:02.4,122353
41,22,58,3,02:12.8,132803
41,22,59,3,02:04.1,124147
41,22,60,3,01:55.2,115222
41,22,61,3,01:19.6,79595
41,22,62,3,01:18.5,78543
41,22,63,12,01:38.1,98143
41,22,64,12,01:22.5,82529
41,22,65,12,01:18.7,78671
41,22,66,12,01:19.2,79151
41,22,67,12,01:19.2,79211
41,22,68,12,01:19.4,79353
41,22,69,12,01:19.5,79486
41,22,70,12,01:20.2,80218
41,2,1,2,01:25.6,85596
41,2,2,2,01:18.9,78877
41,2,3,2,01:17.6,77648
41,2,4,2,01:17.7,77686
41,2,5,2,01:17.5,77536
41,2,6,2,01:17.6,77635
41,2,7,2,01:17.6,77637
41,2,8,2,01:17.7,77688
41,2,9,2,01:17.6,77581
41,2,10,2,01:18.1,78099
41,2,11,2,01:17.5,77543
41,2,12,2,01:17.5,77460
41,2,13,2,01:17.3,77268
41,2,14,2,01:17.9,77899
41,2,15,2,01:17.7,77724
41,2,16,2,01:17.1,77148
41,2,17,2,01:16.8,76802
41,2,18,2,01:17.0,77004
41,2,19,2,01:16.7,76696
41,2,20,7,01:37.8,97769
41,2,21,7,01:19.8,79767
41,2,22,7,01:17.4,77448
41,2,23,5,01:24.6,84582
41,2,24,5,02:18.4,138439
41,2,25,2,02:00.6,120551
41,2,26,2,01:59.8,119789
41,2,27,2,01:18.8,78773
41,2,28,2,01:52.7,112673
41,2,29,2,02:02.4,122433
41,2,30,2,02:11.2,131152
41,2,31,2,02:09.0,128987
41,2,32,2,02:10.2,130231
41,2,33,2,01:54.9,114922
41,2,34,2,01:18.6,78599
41,2,35,2,01:17.4,77378
41,2,36,2,01:17.3,77341
41,2,37,2,01:16.9,76889
41,2,38,2,01:17.1,77147
41,2,39,2,01:17.7,77700
41,2,40,2,01:17.4,77402
41,2,41,2,01:17.1,77118
41,2,42,2,01:17.0,76967
41,2,43,2,01:16.8,76828
41,2,44,2,01:16.8,76846
41,2,45,2,01:16.8,76813
41,2,46,2,01:17.1,77056
41,2,47,2,01:38.7,98727
41,2,48,3,01:20.8,80824
41,2,49,3,01:18.2,78243
41,2,50,3,01:18.6,78581
41,2,51,3,01:28.8,88819
41,2,52,3,01:46.6,106555
41,2,53,3,02:15.0,134988
41,2,54,2,01:57.8,117788
41,2,55,2,01:18.7,78651
41,2,56,2,01:25.1,85147
41,2,57,2,02:02.4,122414
41,2,58,2,02:12.8,132831
41,2,59,2,02:03.8,123763
41,2,60,2,01:55.8,115784
41,2,61,2,01:18.4,78389
41,2,62,2,01:17.8,77820
41,2,63,2,01:18.8,78829
41,2,64,2,01:18.3,78339
41,2,65,2,01:18.9,78879
41,2,66,2,01:19.5,79459
41,2,67,2,01:19.2,79211
41,2,68,2,01:19.0,79042
41,2,69,2,01:20.0,79961
41,2,70,2,01:19.5,79464
41,9,1,8,01:29.7,89749
41,9,2,8,01:19.6,79552
41,9,3,8,01:20.0,79995
41,9,4,8,01:19.4,79415
41,9,5,8,01:18.4,78371
41,9,6,8,01:18.6,78592
41,9,7,8,01:18.6,78561
41,9,8,8,01:18.6,78636
41,9,9,8,01:18.7,78668
41,9,10,8,01:18.9,78925
41,9,11,8,01:19.1,79060
41,9,12,8,01:19.0,78959
41,9,13,8,01:18.6,78631
41,9,14,8,01:18.2,78200
41,9,15,8,01:18.9,78876
41,9,16,8,01:17.7,77743
41,9,17,8,01:17.7,77728
41,9,18,8,01:17.7,77723
41,9,19,8,01:17.5,77529
41,9,20,8,01:17.7,77701
41,9,21,8,01:17.8,77792
41,9,22,8,01:17.7,77726
41,9,23,6,01:24.9,84870
41,9,24,6,02:17.1,137146
41,9,25,14,02:18.6,138572
41,9,26,15,01:50.8,110826
41,23,1,19,01:36.8,96822
41,23,2,19,01:21.9,81950
41,23,3,19,01:20.8,80772
41,23,4,19,01:21.2,81167
41,23,5,19,01:20.8,80810
41,23,6,19,01:21.1,81130
41,23,7,19,01:21.1,81059
41,23,8,19,01:20.6,80574
41,23,9,18,01:20.7,80735
41,23,10,18,01:20.8,80829
41,23,11,18,01:20.4,80390
41,23,12,18,01:20.2,80219
41,23,13,18,01:20.2,80210
41,23,14,18,01:20.3,80260
41,23,15,18,01:20.2,80164
41,23,16,18,01:19.7,79721
41,23,17,18,01:20.8,80753
41,23,18,18,01:19.5,79540
41,23,19,18,01:19.5,79545
41,23,20,18,01:20.4,80407
41,23,21,18,01:19.6,79564
41,23,22,17,01:19.0,79002
41,23,23,17,01:28.3,88258
41,23,24,17,01:45.3,105288
41,23,25,10,01:53.8,113817
41,23,26,10,01:51.9,111925
41,23,27,8,01:21.2,81227
41,23,28,8,01:58.4,118390
41,23,29,8,01:59.5,119503
41,23,30,6,02:08.8,128843
41,23,31,6,02:08.0,128019
41,23,32,6,02:09.6,129620
41,23,33,6,01:51.5,111490
41,23,34,6,01:21.0,80954
41,23,35,6,01:19.6,79585
41,23,36,4,01:18.7,78710
41,23,37,3,01:19.3,79280
41,23,38,3,01:17.9,77910
41,23,39,3,01:18.7,78695
41,23,40,12,01:38.2,98204
41,23,41,12,01:21.4,81380
41,23,42,12,01:19.7,79702
41,23,43,12,01:21.2,81214
41,23,44,11,01:20.2,80157
41,23,45,10,01:18.9,78901
41,23,46,10,01:19.8,79764
41,23,47,10,01:18.7,78690
41,23,48,10,01:19.7,79673
41,23,49,10,01:19.0,78955
41,23,50,9,01:20.0,79988
41,23,51,9,01:21.7,81664
41,23,52,7,01:24.2,84208
41,23,53,11,02:26.8,146818
41,23,54,10,01:46.8,106825
41,23,55,9,01:20.3,80340
41,23,56,8,01:24.7,84741
41,23,57,8,02:02.2,122218
41,23,58,7,02:10.8,130776
41,23,59,7,02:04.2,124208
41,23,60,7,01:53.2,113211
41,23,61,8,01:21.6,81590
41,23,62,8,01:20.6,80567
41,23,63,7,01:19.9,79946
41,23,64,7,01:19.9,79914
41,23,65,7,01:19.5,79501
41,23,66,8,01:20.8,80824
41,23,67,8,01:20.2,80234
41,23,68,8,01:20.9,80926
41,23,69,8,01:20.7,80679
41,23,70,8,01:21.2,81225
41,15,1,11,01:32.0,92011
41,15,2,11,01:20.3,80320
41,15,3,11,01:19.8,79796
41,15,4,10,01:19.7,79658
41,15,5,10,01:19.7,79653
41,15,6,10,01:19.5,79494
41,15,7,10,01:19.6,79584
41,15,8,10,01:19.4,79400
41,15,9,10,01:19.4,79390
41,15,10,10,01:19.5,79517
41,15,11,10,01:19.5,79489
41,15,12,10,01:19.1,79092
41,15,13,10,01:19.7,79708
41,15,14,10,01:19.3,79284
41,15,15,10,01:19.8,79812
41,15,16,10,01:21.9,81885
41,15,17,10,01:19.5,79542
41,15,18,10,01:19.8,79779
41,15,19,10,01:19.8,79782
41,15,20,10,01:20.1,80117
41,15,21,10,01:20.2,80222
41,15,22,10,01:20.3,80340
41,15,23,10,01:23.7,83678
41,15,24,10,01:58.6,118556
41,15,25,15,02:16.4,136437
41,15,26,14,01:42.7,102652
41,15,27,13,01:24.0,83968
41,15,28,13,01:59.6,119606
41,15,29,18,02:17.8,137843
41,15,30,18,02:15.4,135420
41,15,31,17,01:51.8,111823
41,15,32,16,02:07.1,127093
41,15,33,16,01:47.0,107021
41,15,34,16,01:22.2,82205
41,15,35,16,01:21.1,81060
41,15,36,18,01:24.5,84515
41,15,37,15,01:21.2,81230
41,15,38,15,01:28.3,88291
41,15,39,15,01:20.7,80703
41,15,40,15,01:20.3,80327
41,15,41,15,01:20.9,80944
41,15,42,15,01:20.2,80163
41,15,43,15,01:19.8,79799
41,15,44,14,01:19.8,79798
41,15,45,14,01:20.3,80343
41,15,46,14,01:19.8,79771
41,15,47,14,01:21.0,81047
41,15,48,13,01:20.7,80732
41,15,49,13,01:20.4,80416
41,15,50,13,01:22.9,82892
41,15,51,13,01:25.6,85612
41,15,52,11,01:23.5,83454
41,15,53,7,01:49.1,109111
41,15,54,6,01:55.9,115931
41,15,55,6,01:22.3,82271
41,15,56,6,01:24.0,83985
41,15,57,6,02:01.4,121364
41,15,58,12,02:28.1,148148
41,14,1,14,01:33.3,93309
41,14,2,14,01:21.3,81283
41,14,3,14,01:20.0,80010
41,14,4,13,01:20.4,80361
41,14,5,13,01:20.4,80432
41,14,6,14,01:20.4,80401
41,14,7,14,01:20.7,80732
41,14,8,14,01:20.3,80337
41,14,9,14,01:20.8,80817
41,14,10,14,01:20.5,80460
41,14,11,14,01:19.7,79746
41,14,12,14,01:19.2,79227
41,14,13,14,01:19.9,79936
41,14,14,14,01:19.5,79467
41,14,15,14,01:19.5,79486
41,14,16,14,01:20.2,80150
41,14,17,14,01:19.2,79182
41,14,18,14,01:19.0,79020
41,14,19,14,01:19.0,78981
41,14,20,14,01:19.1,79098
41,14,21,14,01:19.4,79429
41,14,22,13,01:19.1,79128
41,14,23,13,01:27.9,87928
41,14,24,13,01:53.8,113778
41,14,25,6,01:55.0,114975
41,14,26,6,01:55.0,114964
41,14,27,16,01:42.1,102064
41,14,28,16,01:56.1,116077
41,14,29,15,01:57.9,117916
41,14,30,16,02:21.2,141198
41,14,31,18,02:14.1,134122
41,14,32,17,01:51.4,111397
41,14,33,17,01:46.9,106880
41,14,34,17,01:22.2,82230
41,14,35,17,01:20.9,80853
41,14,36,15,01:21.8,81797
41,17,1,9,01:30.1,90058
41,17,2,9,01:19.6,79614
41,17,3,9,01:19.6,79637
41,17,4,14,01:26.9,86892
41,17,5,14,01:19.3,79331
41,17,6,13,01:20.2,80241
41,17,7,13,01:19.7,79727
41,17,8,12,01:20.4,80364
41,17,9,12,01:18.6,78625
41,17,10,12,01:18.7,78651
41,17,11,12,01:18.8,78770
41,17,12,12,01:19.6,79551
41,17,13,12,01:18.6,78564
41,17,14,12,01:19.4,79385
41,17,15,12,01:20.1,80056
41,17,16,12,01:19.8,79840
41,17,17,12,01:19.4,79443
41,17,18,12,01:19.5,79453
41,17,19,12,01:19.7,79726
41,17,20,12,01:20.1,80103
41,17,21,12,01:20.1,80136
41,17,22,18,01:43.4,103354
41,17,23,18,01:23.4,83412
41,17,24,18,01:45.1,105115
41,17,25,11,01:53.2,113166
41,17,26,11,01:52.1,112051
41,17,27,9,01:21.2,81229
41,17,28,9,01:58.9,118948
41,17,29,9,01:59.5,119524
41,17,30,7,02:08.9,128915
41,17,31,7,02:08.0,128040
41,17,32,7,02:09.5,129483
41,17,33,7,01:51.0,110955
41,17,34,7,01:20.9,80895
41,17,35,7,01:19.7,79687
41,17,36,5,01:19.3,79261
41,17,37,4,01:19.4,79417
41,17,38,4,01:18.5,78519
41,17,39,4,01:19.0,78988
41,17,40,3,01:18.3,78251
41,17,41,3,01:18.3,78250
41,17,42,3,01:18.2,78158
41,17,43,3,01:18.3,78324
41,17,44,3,01:17.9,77941
41,17,45,3,01:17.9,77885
41,17,46,3,01:18.0,78034
41,17,47,3,01:17.6,77618
41,17,48,2,01:17.7,77746
41,17,49,2,01:17.8,77807
41,17,50,2,01:17.7,77717
41,17,51,2,01:24.6,84648
41,17,52,2,01:50.0,110018
41,17,53,2,02:16.0,136024
41,17,54,12,02:20.0,139978
41,17,55,11,01:21.5,81544
41,17,56,11,01:20.0,80014
41,17,57,11,01:56.3,116303
41,17,58,10,02:07.9,127870
41,17,59,10,02:05.3,125327
41,17,60,10,01:51.3,111272
41,17,61,10,01:21.2,81193
41,17,62,10,01:20.4,80373
41,17,63,9,01:20.1,80132
41,17,64,9,01:20.5,80505
41,17,65,9,01:20.2,80244
41,17,66,9,01:20.1,80065
41,17,67,9,01:20.6,80584
41,17,68,9,01:20.3,80263
41,17,69,9,01:20.0,79957
41,17,70,9,01:21.1,81081
41,3,1,5,01:27.6,87604
41,3,2,5,01:19.6,79639
41,3,3,5,01:18.6,78646
41,3,4,5,01:18.3,78345
41,3,5,5,01:18.2,78161
41,3,6,5,01:18.1,78112
41,3,7,5,01:18.2,78152
41,3,8,5,01:18.1,78129
41,3,9,5,01:18.0,78015
41,3,10,5,01:18.4,78354
41,3,11,5,01:17.8,77815
41,3,12,5,01:17.7,77713
41,3,13,5,01:18.1,78079
41,3,14,5,01:18.0,77987
41,3,15,5,01:18.0,77980
41,3,16,5,01:17.7,77700
41,3,17,5,01:17.4,77444
41,3,18,5,01:17.5,77511
41,3,19,5,01:17.4,77409
41,3,20,4,01:17.4,77427
41,3,21,4,01:17.4,77421
41,3,22,4,01:17.2,77232
41,3,23,8,01:41.8,101777
41,3,24,8,02:15.5,135463
41,3,25,4,02:01.3,121256
41,3,26,4,01:58.2,118187
41,3,27,4,01:19.1,79136
41,3,28,4,01:57.5,117531
41,3,29,4,01:59.6,119641
41,3,30,4,02:10.3,130250
41,3,31,4,02:09.5,129526
41,3,32,4,02:10.8,130828
41,3,33,4,01:52.1,112150
41,3,34,4,01:19.1,79131
41,3,35,4,01:18.3,78299
41,3,36,17,01:41.2,101235
41,3,37,16,01:21.7,81735
41,3,38,16,01:54.3,114336
41,3,39,16,01:17.7,77714
41,3,40,16,01:17.5,77540
41,3,41,16,01:19.5,79521
41,3,42,16,01:17.2,77156
41,3,43,16,01:17.5,77493
41,3,44,16,01:17.3,77298
41,3,45,16,01:17.7,77701
41,3,46,16,01:19.4,79351
41,3,47,16,01:19.5,79470
41,3,48,15,01:19.2,79190
41,3,49,15,01:40.3,100332
41,3,50,15,01:24.1,84109
41,3,51,15,01:50.4,110410
41,3,52,13,01:57.7,117700
41,3,53,13,01:19.9,79902
41,3,54,13,01:19.5,79489
41,3,55,12,01:20.5,80522
41,3,56,12,01:20.2,80231
41,3,57,12,01:55.7,115672
41,3,58,11,02:07.3,127284
41,3,59,11,02:06.4,126399
41,3,60,11,01:50.6,110645
41,3,61,11,01:21.1,81066
41,3,62,11,01:21.2,81191
41,3,63,10,01:19.9,79944
41,3,64,10,01:20.4,80433
41,3,65,10,01:20.0,79973
41,3,66,10,01:20.3,80304
41,3,67,10,01:20.6,80588
41,3,68,10,01:20.5,80510
41,3,69,10,01:20.3,80341
41,3,70,10,01:20.4,80441
41,25,1,15,01:34.2,94188
41,25,2,15,01:21.3,81283
41,25,3,15,01:20.7,80663
41,25,4,15,01:21.4,81427
41,25,5,15,01:19.9,79879
41,25,6,15,01:20.5,80505
41,25,7,15,01:20.0,79992
41,25,8,15,01:21.2,81175
41,25,9,15,01:20.8,80775
41,25,10,15,01:19.6,79584
41,25,11,15,01:20.3,80300
41,25,12,16,01:21.0,81025
41,25,13,16,01:20.4,80437
41,25,14,16,01:20.1,80118
41,25,15,16,01:19.9,79879
41,25,16,16,01:19.6,79556
41,25,17,16,01:19.4,79413
41,25,18,16,01:19.1,79073
41,25,19,16,01:19.1,79060
41,25,20,16,01:18.7,78747
41,25,21,16,01:19.2,79165
41,25,22,15,01:18.7,78730
41,25,23,15,01:27.1,87111
41,25,24,15,01:53.1,113070
41,25,25,8,01:55.4,115434
41,25,26,8,01:53.3,113268
41,25,27,6,01:20.6,80641
41,25,28,6,01:57.0,117021
41,25,29,6,01:58.7,118731
41,25,30,15,02:33.4,153439
41,25,31,15,02:00.1,120148
41,25,32,15,02:08.9,128895
41,25,33,15,01:47.9,107921
41,25,34,15,01:20.6,80633
41,25,35,15,01:21.0,81015
41,25,36,13,01:21.2,81243
41,25,37,12,01:20.5,80455
41,25,38,12,01:21.0,81020
41,25,39,13,01:21.2,81241
41,25,40,13,01:21.6,81648
41,25,41,13,01:20.8,80767
41,25,42,13,01:21.0,81022
41,25,43,13,01:20.7,80724
41,25,44,12,01:20.8,80788
41,25,45,12,01:20.2,80190
41,25,46,12,01:20.5,80474
41,25,47,12,01:20.0,79968
41,25,48,11,01:21.3,81316
41,25,49,11,01:20.0,79993
41,25,50,10,01:21.4,81426
41,25,51,10,01:23.3,83307
41,25,52,8,01:22.2,82225
41,25,53,5,02:01.7,121749
41,25,54,4,01:57.1,117133
41,25,55,4,01:21.1,81050
41,25,56,4,01:24.3,84303
41,25,57,4,02:01.3,121330
41,25,58,4,02:13.0,133048
41,25,59,4,02:03.8,123848
41,25,60,4,01:55.2,115170
41,25,61,4,01:21.0,81015
41,25,62,4,01:19.3,79304
41,25,63,3,01:18.6,78618
41,25,64,3,01:18.2,78235
41,25,65,3,01:18.4,78445
41,25,66,3,01:18.4,78442
41,25,67,3,01:17.9,77947
41,25,68,3,01:18.9,78914
41,25,69,3,01:19.0,78959
41,25,70,3,01:19.0,78999
41,24,1,12,01:32.5,92500
41,24,2,12,01:20.7,80718
41,24,3,12,01:20.1,80116
41,24,4,11,01:19.8,79817
41,24,5,11,01:19.6,79601
41,24,6,11,01:19.5,79496
41,24,7,11,01:19.4,79386
41,24,8,11,01:19.5,79525
41,24,9,11,01:19.4,79375
41,24,10,11,01:19.5,79518
41,24,11,11,01:20.3,80315
41,24,12,11,01:19.7,79668
41,24,13,11,01:19.6,79635
41,24,14,11,01:19.5,79467
41,24,15,11,01:19.6,79602
41,24,16,11,01:20.0,79952
41,24,17,11,01:19.6,79628
41,24,18,11,01:19.4,79382
41,24,19,11,01:19.9,79852
41,24,20,11,01:20.4,80422
41,24,21,11,01:20.0,79991
41,24,22,11,01:20.2,80158
41,24,23,11,01:24.3,84332
41,24,24,11,01:58.7,118700
41,24,25,17,02:16.5,136520
41,24,26,17,01:43.6,103637
41,24,27,17,01:37.5,97455
41,24,28,17,01:53.1,113070
41,24,29,16,01:59.6,119601
41,24,30,17,02:23.8,143824
41,24,31,16,01:50.5,110542
41,24,32,18,02:27.4,147383
41,24,33,18,01:30.0,89985
41,24,34,18,01:22.3,82331
41,24,35,18,01:20.9,80943
41,24,36,16,01:21.5,81470
41,24,37,14,01:21.4,81364
41,24,38,14,01:20.0,79955
41,24,39,14,01:20.4,80400
41,24,40,14,01:20.8,80750
41,24,41,14,01:20.5,80485
41,24,42,14,01:20.1,80125
41,24,43,14,01:20.5,80456
41,24,44,13,01:20.2,80227
41,24,45,13,01:20.6,80634
41,24,46,13,01:20.3,80346
41,24,47,13,01:20.3,80329
41,24,48,12,01:21.0,80960
41,24,49,12,01:20.2,80240
41,24,50,11,01:21.5,81512
41,24,51,11,01:23.2,83222
41,24,52,9,01:23.2,83180
41,24,53,6,02:01.6,121584
41,24,54,5,01:56.0,115953
41,26,1,16,01:35.0,94955
41,26,2,16,01:21.5,81526
41,26,3,16,01:20.6,80561
41,26,4,16,01:21.0,81039
41,26,5,16,01:20.5,80462
41,26,6,16,01:20.1,80092
41,26,7,16,01:20.2,80184
41,26,8,16,01:20.5,80532
41,16,1,20,01:37.3,97281
41,16,2,20,01:22.1,82149
41,16,3,20,01:21.1,81106
41,16,4,20,01:20.8,80793
41,16,5,20,01:20.9,80939
41,16,6,20,01:20.8,80848
41,16,7,20,01:22.1,82135
41,16,8,20,01:20.7,80678
41,16,9,19,01:20.6,80575
41,16,10,19,01:20.7,80666
41,16,11,19,01:20.3,80279
41,16,12,19,01:20.1,80140
41,16,13,19,01:20.1,80112
41,16,14,19,01:20.6,80597
41,16,15,19,01:20.4,80433
41,16,16,19,01:20.6,80619
41,16,17,19,01:20.4,80384
41,16,18,19,01:19.8,79779
41,16,19,19,01:21.1,81110
41,16,20,19,01:19.5,79452
41,16,21,19,01:19.6,79570
41,27,1,21,01:37.9,97870
41,27,2,21,01:22.1,82055
41,27,3,21,01:21.3,81312
41,27,4,21,01:21.3,81347
41,27,5,21,01:22.5,82471
41,27,6,21,01:20.7,80686
41,27,7,21,01:20.9,80947
41,27,8,21,01:21.9,81889
41,27,9,20,01:21.1,81050
41,27,10,20,01:20.8,80761
41,27,11,20,01:20.0,80008
41,27,12,20,01:20.2,80186
41,27,13,20,01:21.9,81944
41,27,14,20,01:20.2,80200
41,27,15,20,01:19.9,79924
41,27,16,20,01:20.0,80049
41,27,17,20,01:19.8,79788
41,27,18,20,01:21.1,81079
41,27,19,20,01:21.8,81834
41,27,20,20,01:19.6,79640
41,27,21,20,01:19.3,79254
41,27,22,19,01:19.6,79611
41,27,23,19,01:25.2,85235
41,27,24,19,01:43.0,102988
41,27,25,19,02:15.0,134997
41,27,26,19,01:35.2,95197
41,27,27,15,01:27.1,87133
41,27,28,15,01:58.0,117964
41,27,29,14,01:59.1,119102
41,27,30,12,02:06.0,125957
41,27,31,12,02:09.2,129242
41,27,32,12,02:08.5,128536
41,27,33,12,01:46.5,106461
41,27,34,12,01:22.1,82112
41,27,35,12,01:20.8,80833
41,27,36,10,01:20.6,80586
41,27,37,10,01:20.9,80853
41,27,38,10,01:20.1,80115
41,27,39,10,01:20.6,80643
41,27,40,9,01:20.4,80403
41,27,41,10,01:21.1,81133
41,27,42,11,01:22.9,82858
41,27,43,11,01:20.8,80823
41,27,44,10,01:20.7,80666
41,27,45,11,01:21.4,81358
41,27,46,11,01:19.7,79743
41,27,47,11,01:19.7,79737
41,11,1,10,01:30.9,90947
41,11,2,10,01:19.8,79819
41,11,3,10,01:19.8,79769
41,11,4,9,01:19.8,79773
41,11,5,9,01:19.2,79176
41,11,6,9,01:19.2,79219
41,11,7,9,01:19.1,79052
41,11,8,9,01:19.3,79292
41,11,9,9,01:19.1,79060
41,11,10,9,01:19.4,79365
41,11,11,9,01:19.1,79124
41,11,12,9,01:19.4,79359
41,11,13,9,01:19.6,79630
41,11,14,9,01:19.0,79037
41,11,15,9,01:19.2,79181
41,11,16,9,01:18.8,78773
41,11,17,9,01:19.0,78968
41,11,18,9,01:18.6,78571
41,11,19,9,01:18.4,78422
41,11,20,9,01:18.2,78227
41,11,21,9,01:18.7,78747
41,11,22,9,01:18.2,78218
41,11,23,9,01:22.0,82014
41,11,24,9,02:12.1,132149
41,11,25,18,02:22.3,142250
41,11,26,18,01:43.8,103760
41,11,27,14,01:27.0,87023
41,11,28,14,01:57.1,117082
41,11,29,13,01:59.9,119870
41,11,30,11,02:06.0,126023
41,11,31,11,02:09.5,129504
41,11,32,11,02:08.2,128232
41,11,33,11,01:46.5,106501
41,11,34,10,01:21.3,81333
41,11,35,10,01:19.7,79663
41,11,36,8,01:18.9,78893
41,11,37,7,01:19.1,79148
41,11,38,7,01:19.1,79109
41,11,39,7,01:18.7,78702
41,11,40,6,01:18.6,78606
41,11,41,6,01:18.6,78619
41,11,42,6,01:19.7,79747
41,11,43,6,01:18.3,78343
41,11,44,6,01:18.4,78384
41,11,45,6,01:18.7,78700
41,11,46,6,01:18.2,78249
41,11,47,6,01:18.0,78035
41,11,48,5,01:18.2,78240
41,11,49,5,01:18.4,78444
41,11,50,12,01:58.1,118111
41,11,51,12,01:29.9,89856
41,11,52,10,01:25.2,85225
41,11,53,12,02:08.9,128934
41,11,54,11,01:43.7,103746
41,11,55,10,01:20.4,80364
41,11,56,10,01:25.9,85940
41,11,57,10,02:02.2,122230
41,11,58,9,02:10.1,130055
41,11,59,9,02:05.0,125030
41,11,60,9,01:51.7,111705
41,11,61,9,01:21.1,81145
41,11,62,9,01:20.3,80296
41,11,63,8,01:20.0,79983
41,11,64,8,01:20.1,80104
41,11,65,8,01:19.7,79742
41,11,66,7,01:19.6,79588
41,11,67,7,01:19.2,79218
41,11,68,6,01:20.9,80864
41,11,69,6,01:18.7,78726
41,11,70,6,01:18.8,78776
41,19,1,17,01:35.3,95310
41,19,2,17,01:22.1,82058
41,19,3,18,01:21.5,81527
41,19,4,18,01:21.2,81224
41,19,5,18,01:20.9,80862
41,19,6,18,01:20.8,80849
41,19,7,18,01:21.3,81314
41,19,8,18,01:20.3,80301
41,19,9,17,01:21.0,80954
41,19,10,17,01:20.8,80779
41,19,11,17,01:20.3,80283
41,19,12,17,01:20.1,80075
41,19,13,17,01:20.2,80224
41,19,14,17,01:20.0,80020
41,19,15,17,01:20.1,80098
41,19,16,17,01:20.2,80203
41,19,17,17,01:20.0,79983
41,19,18,17,01:19.5,79467
41,19,19,17,01:19.8,79770
41,19,20,17,01:20.7,80719
41,19,21,17,01:19.3,79323
41,19,22,16,01:19.3,79331
41,19,23,16,01:27.8,87806
41,19,24,16,01:44.7,104724
41,19,25,9,01:54.5,114549
41,19,26,9,01:52.7,112666
41,19,27,7,01:21.2,81242
41,19,28,7,01:57.5,117456
41,19,29,7,02:00.2,120154
41,19,30,5,02:08.6,128572
41,19,31,5,02:07.7,127744
41,19,32,5,02:10.2,130158
41,19,33,5,01:51.9,111941
41,19,34,5,01:20.5,80498
41,19,35,5,01:19.5,79487
41,19,36,3,01:18.8,78780
41,19,37,17,02:09.4,129369
41,19,38,17,01:26.4,86447
41,19,39,17,01:51.8,111791
41,19,40,17,01:27.3,87325
41,19,41,17,01:25.2,85175
41,19,42,17,01:22.3,82271
41,19,43,17,01:20.9,80897
41,19,44,17,01:20.4,80351
41,19,45,17,01:20.9,80915
41,19,46,17,01:20.4,80422
41,19,47,17,01:21.4,81378
41,19,48,16,01:21.5,81504
41,19,49,16,01:23.0,82960
41,19,50,16,01:28.0,87982
41,19,51,16,01:41.1,101065
41,19,52,14,01:36.4,96424
41,19,53,14,01:54.7,114702
41,19,54,14,01:25.6,85578
41,19,55,13,01:26.5,86486
41,19,56,13,02:01.3,121290
41,19,57,13,01:46.8,106823
41,19,58,13,01:20.9,80869
41,19,59,12,01:20.1,80084
41,19,60,12,01:38.6,98642
41,19,61,12,01:21.1,81136
41,19,62,12,01:22.2,82173
41,19,63,11,01:19.4,79432
41,19,64,11,01:19.6,79618
41,19,65,11,01:20.1,80121
41,19,66,11,01:22.6,82621
41,19,67,11,01:19.0,79004
41,19,68,11,01:19.8,79814
41,19,69,11,01:20.3,80255
41,19,70,11,01:20.2,80235
42,4,1,2,01:19.8,79783
42,4,2,2,01:15.5,75516
42,4,3,2,01:14.6,74648
42,4,4,2,01:14.4,74386
42,4,5,2,01:14.1,74105
42,4,6,2,01:14.1,74141
42,4,7,2,01:14.3,74343
42,4,8,2,01:14.3,74320
42,4,9,2,01:14.2,74233
42,4,10,2,01:14.6,74611
42,4,11,2,01:14.5,74474
42,4,12,2,01:14.2,74247
42,4,13,2,01:14.4,74390
42,4,14,2,01:14.6,74638
42,4,15,2,01:14.1,74134
42,4,16,2,01:14.2,74152
42,4,17,2,01:13.8,73755
42,4,18,2,01:13.5,73537
42,4,19,2,01:13.6,73551
42,4,20,2,01:13.8,73758
42,4,21,1,01:13.3,73257
42,4,22,3,01:35.6,95561
42,4,23,5,01:18.7,78692
42,4,24,3,01:13.4,73378
42,4,25,3,01:13.7,73667
42,4,26,3,01:14.0,73955
42,4,27,2,01:14.5,74460
42,4,28,2,01:14.1,74063
42,4,29,2,01:14.2,74228
42,4,30,2,01:14.1,74094
42,4,31,2,01:14.2,74220
42,4,32,2,01:14.2,74182
42,4,33,2,01:14.4,74358
42,4,34,2,01:14.2,74183
42,4,35,2,01:14.4,74358
42,4,36,2,01:14.6,74624
42,4,37,2,01:14.9,74865
42,4,38,2,01:15.0,75009
42,4,39,2,01:15.2,75189
42,4,40,2,01:14.4,74420
42,4,41,2,01:14.7,74732
42,4,42,2,01:14.3,74321
42,4,43,2,01:14.3,74306
42,4,44,2,01:14.0,73999
42,4,45,2,01:13.8,73795
42,4,46,2,01:13.6,73568
